gid,geometry
다사465482,"POLYGON ((126.89446911337167 37.53246214451512, 126.8956008890756 37.53246794235682, 126.89560816244837 37.53156663086532, 126.89447640036225 37.53156083321123, 126.89446911337167 37.53246214451512))"
다사474467,"POLYGON ((126.90476253926232 37.51899422535347, 126.9058941136546 37.518999922818956, 126.90590125969 37.518098607568916, 126.90476969890658 37.51809291028782, 126.90476253926232 37.51899422535347))"
다사473467,"POLYGON ((126.90363096518895 37.51898851704766, 126.90476253926232 37.51899422535347, 126.90476969890658 37.51809291028782, 126.90363813844206 37.51808720216673, 126.90363096518895 37.51898851704766))"
다사473468,"POLYGON ((126.90362379161631 37.519889831789534, 126.90475537929915 37.51989554028008, 126.90476253926232 37.51899422535347, 126.90363096518895 37.51898851704766, 126.90362379161631 37.519889831789534))"
다사474468,"POLYGON ((126.90475537929915 37.51989554028008, 126.90588696730092 37.51990123792994, 126.9058941136546 37.518999922818956, 126.90476253926232 37.51899422535347, 126.90475537929915 37.51989554028008))"
다사474466,"POLYGON ((126.90476969890658 37.51809291028782, 126.90590125969 37.518098607568916, 126.90590840540709 37.517197292179816, 126.90477685823191 37.51719159508309, 126.90476969890658 37.51809291028782))"
다사474470,"POLYGON ((126.904741058416 37.52169816971612, 126.90587267363851 37.52170386773476, 126.90587982062887 37.52080255290188, 126.90474821901704 37.52079685506762, 126.904741058416 37.52169816971612))"
다사474469,"POLYGON ((126.90474821901704 37.52079685506762, 126.90587982062887 37.52080255290188, 126.90588696730092 37.51990123792994, 126.90475537929915 37.51989554028008, 126.90474821901704 37.52079685506762))"
다사475470,"POLYGON ((126.90587267363851 37.52170386773476, 126.9070042891794 37.521709554912015, 126.90701142255907 37.520808239895096, 126.90587982062887 37.52080255290188, 126.90587267363851 37.52170386773476))"
다사466457,"POLYGON ((126.89578262623547 37.50993511333947, 126.89691406199924 37.50994089565568, 126.89692131367438 37.50903958049969, 126.89578989151327 37.5090337983706, 126.89578262623547 37.50993511333947))"
다사466458,"POLYGON ((126.89577536063405 37.510836428169256, 126.8969068100011 37.510842210672614, 126.89691406199924 37.50994089565568, 126.89578262623547 37.50993511333947, 126.89577536063405 37.510836428169256))"
다사475440,"POLYGON ((126.90608694493136 37.49466436226427, 126.90721815241481 37.49467004392219, 126.90722527626887 37.49376872473426, 126.90609408237796 37.49376304326026, 126.90608694493136 37.49466436226427))"
다사474455,"POLYGON ((126.90484843394903 37.5081784353881, 126.90597984507491 37.508184130641325, 126.9059869872917 37.507282813722746, 126.90485558976744 37.507277118653846, 126.90484843394903 37.5081784353881))"
다사474454,"POLYGON ((126.90485558976744 37.507277118653846, 126.9059869872917 37.507282813722746, 126.90599412919039 37.50638149666513, 126.9048627452671 37.50637580178054, 126.90485558976744 37.507277118653846))"
다사473455,"POLYGON ((126.90371702314188 37.50817272929875, 126.90484843394903 37.5081784353881, 126.90485558976744 37.507277118653846, 126.90372419256187 37.507271412749176, 126.90371702314188 37.50817272929875))"
다사471463,"POLYGON ((126.90139661796019 37.515371809038975, 126.90252813696226 37.51537753828373, 126.90253532254381 37.514476223031636, 126.90140381714815 37.51447049397229, 126.90139661796019 37.515371809038975))"
다사472463,"POLYGON ((126.90252813696226 37.51537753828373, 126.90365965628439 37.515383256689574, 126.90366682825953 37.514481941252406, 126.90253532254381 37.514476223031636, 126.90252813696226 37.51537753828373))"
다사470463,"POLYGON ((126.9002650992788 37.51536606895532, 126.90139661796019 37.515371809038975, 126.90140381714815 37.51447049397229, 126.90027231207316 37.5144647540744, 126.9002650992788 37.51536606895532))"
다사472462,"POLYGON ((126.90253532254381 37.514476223031636, 126.90366682825953 37.514481941252406, 126.90367399991524 37.51358062567618, 126.90254250780532 37.51357490764046, 126.90253532254381 37.514476223031636))"
다사478472,"POLYGON ((126.90925330794774 37.52352352709307, 126.91038495166335 37.523529182112085, 126.91039204484271 37.52262786682321, 126.90926041473904 37.5226222119872, 126.90925330794774 37.52352352709307))"
다사478471,"POLYGON ((126.90926041473904 37.5226222119872, 126.91039204484271 37.52262786682321, 126.91039913770612 37.52172655139531, 126.9092675212138 37.5217208967423, 126.90926041473904 37.5226222119872))"
다사476471,"POLYGON ((126.90699715548197 37.52261086978989, 126.90812878495194 37.52261654630943, 126.90813590503802 37.52171523124787, 126.9070042891794 37.521709554912015, 126.90699715548197 37.52261086978989))"
다사476472,"POLYGON ((126.90699002146678 37.5235121845287, 126.90812166454867 37.52351786123194, 126.90812878495194 37.52261654630943, 126.90699715548197 37.52261086978989, 126.90699002146678 37.5235121845287))"
다사477472,"POLYGON ((126.90812166454867 37.52351786123194, 126.90925330794774 37.52352352709307, 126.90926041473904 37.5226222119872, 126.90812878495194 37.52261654630943, 126.90812166454867 37.52351786123194))"
다사470480,"POLYGON ((126.90014243260622 37.53068840065244, 126.90127418268884 37.53069414389475, 126.90128138733039 37.52979283119234, 126.90014965086444 37.52978708813586, 126.90014243260622 37.53068840065244))"
다사470479,"POLYGON ((126.90014965086444 37.52978708813586, 126.90128138733039 37.52979283119234, 126.90128859165098 37.52889151835082, 126.90015686880113 37.528885775480184, 126.90014965086444 37.52978708813586))"
다사469480,"POLYGON ((126.89901068284512 37.53068264656526, 126.90014243260622 37.53068840065244, 126.90014965086444 37.52978708813586, 126.89901791472002 37.529781334234876, 126.89901068284512 37.53068264656526))"
다사471480,"POLYGON ((126.90127418268884 37.53069414389475, 126.90240593309242 37.530699876292196, 126.90241312411725 37.5297985634043, 126.90128138733039 37.52979283119234, 126.90127418268884 37.53069414389475))"
다사471481,"POLYGON ((126.9012669777264 37.53159545645809, 126.90239874174726 37.531601189041034, 126.90240593309242 37.530699876292196, 126.90127418268884 37.53069414389475, 126.9012669777264 37.53159545645809))"
다사459470,"POLYGON ((126.8877668686932 37.52161139847569, 126.88889847906763 37.5216172591141, 126.8889058302167 37.52071594708393, 126.88777423345273 37.520710086635184, 126.8877668686932 37.52161139847569))"
다사459469,"POLYGON ((126.88777423345273 37.520710086635184, 126.8889058302167 37.52071594708393, 126.88891318103833 37.519814634914646, 126.88778159788423 37.519808774655544, 126.88777423345273 37.520710086635184))"
다사459471,"POLYGON ((126.88775950360564 37.522512710177075, 126.88889112759112 37.522518571005136, 126.88889847906763 37.5216172591141, 126.8877668686932 37.52161139847569, 126.88775950360564 37.522512710177075))"
다사470443,"POLYGON ((126.90040929414218 37.49733974491514, 126.90154054081101 37.49734548128434, 126.90154773358863 37.496444163436585, 126.90041650051405 37.49643842725307, 126.90040929414218 37.49733974491514))"
다사471443,"POLYGON ((126.90154054081101 37.49734548128434, 126.90267178780023 37.497351206821655, 126.90267896698356 37.496449888788575, 126.90154773358863 37.496444163436585, 126.90154054081101 37.49734548128434))"
다사470442,"POLYGON ((126.90041650051405 37.49643842725307, 126.90154773358863 37.496444163436585, 126.90155492604586 37.49554284544979, 126.90042370656496 37.49553710945195, 126.90041650051405 37.49643842725307))"
다사473453,"POLYGON ((126.90373136166252 37.50637009606054, 126.9048627452671 37.50637580178054, 126.90486990044806 37.50547448476821, 126.90373853044387 37.50546877923287, 126.90373136166252 37.50637009606054))"
다사473452,"POLYGON ((126.90373853044387 37.50546877923287, 126.90486990044806 37.50547448476821, 126.90487705531035 37.504573167616826, 126.9037456989059 37.50456746226616, 126.90373853044387 37.50546877923287))"
다사464461,"POLYGON ((126.89349058249839 37.513528773180006, 126.89462207203101 37.51353457792112, 126.89462935220847 37.512633263696095, 126.89349787628093 37.512627459142834, 126.89349058249839 37.513528773180006))"
다사476445,"POLYGON ((126.90718252838458 37.49917663777653, 126.9083138041571 37.49918230952143, 126.90832091600228 37.49828099084502, 126.90718965382533 37.4982753192837, 126.90718252838458 37.49917663777653))"
다사477447,"POLYGON ((126.90829957951644 37.500984946457194, 126.90943088279873 37.500990607735915, 126.90943798168068 37.50008928915431, 126.90830669199518 37.50008362805882, 126.90829957951644 37.500984946457194))"
다사466448,"POLYGON ((126.89584800208742 37.50182327361296, 126.89697931544882 37.50182905424508, 126.89698656421754 37.50092773783744, 126.89585526445339 37.500921957392436, 126.89584800208742 37.50182327361296))"
다사468467,"POLYGON ((126.89797309962711 37.51895981291395, 126.89910467209678 37.518965575421284, 126.89911189978514 37.518064261282774, 126.89798034092424 37.51805849896193, 126.89797309962711 37.51895981291395))"
다사470465,"POLYGON ((126.90025067272623 37.51716869829996, 126.9013822186222 37.51717443875516, 126.90138941845154 37.516273123966606, 126.90025788616316 37.516267383697176, 126.90025067272623 37.51716869829996))"
다사470466,"POLYGON ((126.90024345896799 37.51807001276369, 126.90137501847217 37.518075753404666, 126.9013822186222 37.51717443875516, 126.90025067272623 37.51716869829996, 126.90024345896799 37.51807001276369))"
다사477465,"POLYGON ((126.90817150071166 37.517208653854354, 126.90930304883985 37.51721431843213, 126.90931015341559 37.51631300235299, 126.90817861889509 37.516307337958516, 126.90817150071166 37.517208653854354))"
다사477464,"POLYGON ((126.90817861889509 37.516307337958516, 126.90931015341559 37.51631300235299, 126.90931725767489 37.5154116861348, 126.9081857367615 37.51540602192365, 126.90817861889509 37.516307337958516))"
다사457475,"POLYGON ((126.88546668408783 37.526106199888886, 126.88659836186677 37.52611208316161, 126.88660574188022 37.52521077220677, 126.88547407771473 37.525204889124424, 126.88546668408783 37.526106199888886))"
다사457474,"POLYGON ((126.88547407771473 37.525204889124424, 126.88660574188022 37.52521077220677, 126.8866131215649 37.5243094611128, 126.8854814710123 37.524303578220824, 126.88547407771473 37.525204889124424))"
다사456475,"POLYGON ((126.88433500663827 37.5261003057732, 126.88546668408783 37.526106199888886, 126.88547407771473 37.525204889124424, 126.8843424138786 37.52519899519946, 126.88433500663827 37.5261003057732))"
다사456476,"POLYGON ((126.88432759906796 37.52700161620778, 126.8854592901316 37.527007510514196, 126.88546668408783 37.526106199888886, 126.88433500663827 37.5261003057732, 126.88432759906796 37.52700161620778))"
다사458476,"POLYGON ((126.88659098152459 37.527013393977306, 126.88772267324633 37.52701926659707, 126.88773003997443 37.52611795559133, 126.88659836186677 37.52611208316161, 126.88659098152459 37.527013393977306))"
다사457476,"POLYGON ((126.8854592901316 37.527007510514196, 126.88659098152459 37.527013393977306, 126.88659836186677 37.52611208316161, 126.88546668408783 37.526106199888886, 126.8854592901316 37.527007510514196))"
다사458472,"POLYGON ((126.88662050092091 37.52340814987968, 126.88775213818997 37.52341402173935, 126.88775950360564 37.522512710177075, 126.88662787994822 37.52250683850742, 126.88662050092091 37.52340814987968))"
다사458471,"POLYGON ((126.88662787994822 37.52250683850742, 126.88775950360564 37.522512710177075, 126.8877668686932 37.52161139847569, 126.88663525864685 37.52160552699605, 126.88662787994822 37.52250683850742))"
다사472437,"POLYGON ((126.9027148581041 37.49194329653771, 126.90384602385636 37.49194901013334, 126.90385318753071 37.49104769108112, 126.90272203536911 37.49104197767045, 126.9027148581041 37.49194329653771))"
다사473436,"POLYGON ((126.90385318753071 37.49104769108112, 126.90498434001138 37.49105339366236, 126.90499148977658 37.49015207428652, 126.903860350886 37.49014637188988, 126.90385318753071 37.49104769108112))"
다사473438,"POLYGON ((126.90383885986294 37.492850329046526, 126.90497003952557 37.492856031996965, 126.90497718992769 37.49195471289917, 126.90384602385636 37.49194901013334, 126.90383885986294 37.492850329046526))"
다사472438,"POLYGON ((126.9027076805194 37.49284461526595, 126.90383885986294 37.492850329046526, 126.90384602385636 37.49194901013334, 126.9027148581041 37.49194329653771, 126.9027076805194 37.49284461526595))"
다사473437,"POLYGON ((126.90384602385636 37.49194901013334, 126.90497718992769 37.49195471289917, 126.90498434001138 37.49105339366236, 126.90385318753071 37.49104769108112, 126.90384602385636 37.49194901013334))"
다사479453,"POLYGON ((126.91051966805853 37.50640416784903, 126.91165105356627 37.50640980855637, 126.91165812714472 37.505508490443376, 126.91052675523743 37.505502849918614, 126.91051966805853 37.50640416784903))"
다사479452,"POLYGON ((126.91052675523743 37.505502849918614, 126.91165812714472 37.505508490443376, 126.91166520040808 37.504607172191385, 126.91053384210066 37.504601531849175, 126.91052675523743 37.505502849918614))"
다사478453,"POLYGON ((126.90938828286646 37.50639851630623, 126.91051966805853 37.50640416784903, 126.91052675523743 37.505502849918614, 126.9093953836458 37.50549719855873, 126.90938828286646 37.50639851630623))"
다사479454,"POLYGON ((126.91051258056396 37.50730548564044, 126.91164397967277 37.50731112653034, 126.91165105356627 37.50640980855637, 126.91051966805853 37.50640416784903, 126.91051258056396 37.50730548564044))"
다사499474,"POLYGON ((126.93300424873598 37.525442642965416, 126.93413592618585 37.52544807064896, 126.93414273411717 37.524546751876116, 126.93301107028078 37.5245413243682, 126.93300424873598 37.525442642965416))"
다사462488,"POLYGON ((126.89102981429069 37.537852547429175, 126.89216167073839 37.53785837893939, 126.89216898691973 37.536957068846526, 126.89103714409343 37.53695123752498, 126.89102981429069 37.537852547429175))"
다사463489,"POLYGON ((126.89215435423117 37.53875968889314, 126.8932862246268 37.538765509744096, 126.893293527512 37.53786419960201, 126.89216167073839 37.53785837893939, 126.89215435423117 37.53875968889314))"
다사461488,"POLYGON ((126.8898979581695 37.537846705071374, 126.89102981429069 37.537852547429175, 126.89103714409343 37.53695123752498, 126.88990530159366 37.53694539535621, 126.8898979581695 37.537846705071374))"
다사463487,"POLYGON ((126.89216898691973 37.536957068846526, 126.8933008300719 37.536962889320804, 126.89330813230649 37.53606157890048, 126.89217630277514 37.536055758614516, 126.89216898691973 37.536957068846526))"
다사501467,"POLYGON ((126.93531515780893 37.519144251934584, 126.93644674058291 37.51914965670762, 126.9364535191733 37.51824833661195, 126.9353219500086 37.518242932013834, 126.93531515780893 37.519144251934584))"
다사479450,"POLYGON ((126.91054092864825 37.503700213640734, 126.91167227335643 37.50370585380038, 126.91167934598974 37.502804535270364, 126.91054801488019 37.50279889529327, 126.91054092864825 37.503700213640734))"
다사480450,"POLYGON ((126.91167227335643 37.50370585380038, 126.91280361837966 37.503711483125606, 126.91281067741429 37.50281016441339, 126.91167934598974 37.502804535270364, 126.91167227335643 37.50370585380038))"
다사479451,"POLYGON ((126.91053384210066 37.504601531849175, 126.91166520040808 37.504607172191385, 126.91167227335643 37.50370585380038, 126.91054092864825 37.503700213640734, 126.91053384210066 37.504601531849175))"
다사480449,"POLYGON ((126.91167934598974 37.502804535270364, 126.91281067741429 37.50281016441339, 126.91281773613453 37.50190884556216, 126.91168641830802 37.501903216601335, 126.91167934598974 37.502804535270364))"
다사478450,"POLYGON ((126.90940958425568 37.50369456264666, 126.91054092864825 37.503700213640734, 126.91054801488019 37.50279889529327, 126.90941668408624 37.5027932444821, 126.90940958425568 37.50369456264666))"
다사471474,"POLYGON ((126.90131740572454 37.525286265594005, 126.90244907443697 37.5252919968786, 126.90245626354016 37.52439068315623, 126.90132460844079 37.5243849520571, 126.90131740572454 37.525286265594005))"
다사471473,"POLYGON ((126.90132460844079 37.5243849520571, 126.90245626354016 37.52439068315623, 126.9024634523231 37.523489369294786, 126.9013318108362 37.52348363838111, 126.90132460844079 37.5243849520571))"
다사477477,"POLYGON ((126.90808605777445 37.52802443375875, 126.90921776924232 37.52803010053669, 126.90922487761661 37.527128786126056, 126.90809317976371 37.527123119531495, 126.90808605777445 37.52802443375875))"
다사477476,"POLYGON ((126.90809317976371 37.527123119531495, 126.90922487761661 37.527128786126056, 126.90923198567431 37.52622747157639, 126.90810030143578 37.52622180516519, 126.90809317976371 37.527123119531495))"
다사476477,"POLYGON ((126.90695434662383 37.52801875613695, 126.90808605777445 37.52802443375875, 126.90809317976371 37.527123119531495, 126.90696148222806 37.52711744209342, 126.90695434662383 37.52801875613695))"
다사478476,"POLYGON ((126.90922487761661 37.527128786126056, 126.91035657578615 37.5271344418771, 126.91036367022944 37.52623312714442, 126.90923198567431 37.52622747157639, 126.90922487761661 37.527128786126056))"
다사461492,"POLYGON ((126.88986858120154 37.541451942540625, 126.89100049181442 37.5414577856546, 126.89100782292331 37.54055647630695, 126.88987592593426 37.540550633382026, 126.88986858120154 37.541451942540625))"
다사459492,"POLYGON ((126.88760476095794 37.54144022376574, 126.88873667091586 37.541446088577665, 126.88874402927239 37.54054477960847, 126.8876121329383 37.5405389149863, 126.88760476095794 37.54144022376574))"
다사471478,"POLYGON ((126.90128859165098 37.52889151835082, 126.90242031482175 37.528897250377305, 126.90242750520596 37.527995937211244, 126.90129579565068 37.527990205370244, 126.90128859165098 37.52889151835082))"
다사470478,"POLYGON ((126.90015686880113 37.528885775480184, 126.90128859165098 37.52889151835082, 126.90129579565068 37.527990205370244, 126.90016408641631 37.52798446268543, 126.90015686880113 37.528885775480184))"
다사472444,"POLYGON ((126.90266460829713 37.49825252471568, 126.90379586920103 37.49825823960608, 126.90380303510919 37.49735692152707, 126.90267178780023 37.497351206821655, 126.90266460829713 37.49825252471568))"
다사472442,"POLYGON ((126.90267896698356 37.496449888788575, 126.90381020069822 37.496455603309016, 126.90381736596808 37.495554284951936, 126.90268614584711 37.495548570616464, 126.90267896698356 37.496449888788575))"
다사474461,"POLYGON ((126.90480549234458 37.51358633287368, 126.90593698509278 37.51359202923295, 126.9059441292186 37.512690713148615, 126.90481265007564 37.51268501697369, 126.90480549234458 37.51358633287368))"
다사475462,"POLYGON ((126.90592984064872 37.514493345178245, 126.90706134732098 37.514499030883286, 126.90706847815918 37.513597714754, 126.90593698509278 37.51359202923295, 126.90592984064872 37.514493345178245))"
다사475461,"POLYGON ((126.90593698509278 37.51359202923295, 126.90706847815918 37.513597714754, 126.90707560867975 37.51269639848565, 126.9059441292186 37.512690713148615, 126.90593698509278 37.51359202923295))"
다사473434,"POLYGON ((126.90386751392224 37.48924505255962, 126.90499863922334 37.48925075477167, 126.90500578835169 37.4883494351178, 126.90387467663945 37.48834373309032, 126.90386751392224 37.48924505255962))"
다사474435,"POLYGON ((126.90499148977658 37.49015207428652, 126.9061226289856 37.49015776585404, 126.90612976484287 37.48925644615496, 126.90499863922334 37.48925075477167, 126.90499148977658 37.49015207428652))"
다사474434,"POLYGON ((126.90499863922334 37.48925075477167, 126.90612976484287 37.48925644615496, 126.90613690038234 37.48835512631684, 126.90500578835169 37.4883494351178, 126.90499863922334 37.48925075477167))"
다사473474,"POLYGON ((126.90358074346965 37.52529771732041, 126.90471241282195 37.525303426919464, 126.90471957469896 37.524402112827225, 126.90358791895976 37.52439640341294, 126.90358074346965 37.52529771732041))"
다사454475,"POLYGON ((126.88207165272958 37.52608848501292, 126.88320332951864 37.526094400814536, 126.8832107503724 37.525193090431884, 126.88207908719673 37.525187174821696, 126.88207165272958 37.52608848501292))"
다사455475,"POLYGON ((126.88320332951864 37.526094400814536, 126.88433500663827 37.5261003057732, 126.8843424138786 37.52519899519946, 126.8832107503724 37.525193090431884, 126.88320332951864 37.526094400814536))"
다사455476,"POLYGON ((126.88319590833432 37.52699571105803, 126.88432759906796 37.52700161620778, 126.88433500663827 37.5261003057732, 126.88320332951864 37.526094400814536, 126.88319590833432 37.52699571105803))"
다사464462,"POLYGON ((126.89348328839097 37.514430087078075, 126.89461479152926 37.51443589200707, 126.89462207203101 37.51353457792112, 126.89349058249839 37.513528773180006, 126.89348328839097 37.514430087078075))"
다사472486,"POLYGON ((126.9023627802161 37.53610775069889, 126.90349461265302 37.53611347336238, 126.90350179197969 37.53521216112382, 126.90236997316309 37.53520643864549, 126.9023627802161 37.53610775069889))"
다사472485,"POLYGON ((126.90236997316309 37.53520643864549, 126.90350179197969 37.53521216112382, 126.90350897098655 37.534310848746166, 126.9023771657897 37.53430512645299, 126.90236997316309 37.53520643864549))"
다사473485,"POLYGON ((126.90350179197969 37.53521216112382, 126.90463361111607 37.53521787275552, 126.90464077650316 37.53431656019306, 126.90350897098655 37.534310848746166, 126.90350179197969 37.53521216112382))"
다사471486,"POLYGON ((126.90123094809955 37.53610201718841, 126.9023627802161 37.53610775069889, 126.90236997316309 37.53520643864549, 126.90123815466691 37.535200705320534, 126.90123094809955 37.53610201718841))"
다사488469,"POLYGON ((126.92059067033135 37.52087563820888, 126.92172227634482 37.520881184267694, 126.92172923247418 37.51997986675117, 126.920597640071 37.519974320871846, 126.92059067033135 37.52087563820888))"
다사487469,"POLYGON ((126.91945906462833 37.52087008130892, 126.92059067033135 37.52087563820888, 126.920597640071 37.519974320871846, 126.91946604797825 37.51996876415169, 126.91945906462833 37.52087008130892))"
다사488468,"POLYGON ((126.920597640071 37.519974320871846, 126.92172923247418 37.51997986675117, 126.92173618829368 37.51907854909565, 126.92060460950016 37.5190730033958, 126.920597640071 37.519974320871846))"
다사487470,"POLYGON ((126.91945208096735 37.52177139832714, 126.92058370028123 37.52177695540694, 126.92059067033135 37.52087563820888, 126.91945906462833 37.52087008130892, 126.91945208096735 37.52177139832714))"
다사487468,"POLYGON ((126.91946604797825 37.51996876415169, 126.920597640071 37.519974320871846, 126.92060460950016 37.5190730033958, 126.91947303101709 37.51906744685547, 126.91946604797825 37.51996876415169))"
다사489468,"POLYGON ((126.92172923247418 37.51997986675117, 126.9228608251872 37.51998540178968, 126.92286776739701 37.519084083955036, 126.92173618829368 37.51907854909565, 126.92172923247418 37.51997986675117))"
다사498476,"POLYGON ((126.93185890036 37.52723984086441, 126.93299060473474 37.52724527974298, 126.9329974268873 37.52634396142368, 126.93186573612724 37.52633852272111, 126.93185890036 37.52723984086441))"
다사471439,"POLYGON ((126.90156930999932 37.49374020905911, 126.90270050261502 37.49374593385515, 126.9027076805194 37.49284461526595, 126.90157650149558 37.49283889065521, 126.90156930999932 37.49374020905911))"
다사470440,"POLYGON ((126.90043091229492 37.49463579151179, 126.90156211818275 37.49464152732397, 126.90156930999932 37.49374020905911, 126.90043811770393 37.49373447343259, 126.90043091229492 37.49463579151179))"
다사471440,"POLYGON ((126.90156211818275 37.49464152732397, 126.90269332439094 37.49464725230532, 126.90270050261502 37.49374593385515, 126.90156930999932 37.49374020905911, 126.90156211818275 37.49464152732397))"
다사480456,"POLYGON ((126.91162983094047 37.50911376206122, 126.91276125756836 37.50911939247973, 126.91276831848978 37.50821807460158, 126.91163690546418 37.508212444365284, 126.91162983094047 37.50911376206122))"
다사486448,"POLYGON ((126.9184743299709 37.501936827860106, 126.9196056496747 37.501942391818396, 126.91961262649555 37.50104107174237, 126.9184813203893 37.50103550796418, 126.9184743299709 37.501936827860106))"
다사478465,"POLYGON ((126.90930304883985 37.51721431843213, 126.91043459728449 37.517219972170246, 126.91044168825252 37.516318655908144, 126.90931015341559 37.51631300235299, 126.90930304883985 37.51721431843213))"
다사467434,"POLYGON ((126.89708076883637 37.48921061188389, 126.89821189221423 37.489216379068296, 126.89821912287556 37.4883150605272, 126.89708801308649 37.48830929352946, 126.89708076883637 37.48921061188389))"
다사467435,"POLYGON ((126.89707352426362 37.49011193009925, 126.89820466123088 37.49011769747036, 126.89821189221423 37.489216379068296, 126.89708076883637 37.48921061188389, 126.89707352426362 37.49011193009925))"
다사468435,"POLYGON ((126.89820466123088 37.49011769747036, 126.89933579852017 37.49012345401241, 126.89934301591414 37.489222135424, 126.89821189221423 37.489216379068296, 126.89820466123088 37.49011769747036))"
다사467433,"POLYGON ((126.89708801308649 37.48830929352946, 126.89821912287556 37.4883150605272, 126.89822635321482 37.48741374184706, 126.89709525701392 37.48740797503601, 126.89708801308649 37.48830929352946))"
다사467440,"POLYGON ((126.89703729655943 37.494618519090324, 126.89816850148264 37.49462428739495, 126.89817573407653 37.49372296968813, 126.89704454274572 37.493717201570206, 126.89703729655943 37.494618519090324))"
다사466439,"POLYGON ((126.89591335173763 37.49371142262185, 126.89704454274572 37.493717201570206, 126.89705178860926 37.49281588391105, 126.89592061119296 37.49281010514975, 126.89591335173763 37.49371142262185))"
다사467438,"POLYGON ((126.89705178860926 37.49281588391105, 126.89818296634827 37.49282165184226, 126.8981901982979 37.491920333857344, 126.89705903415009 37.49191456611284, 126.89705178860926 37.49281588391105))"
다사487462,"POLYGON ((126.91950794154612 37.514560858289364, 126.92063945198996 37.51456641393063, 126.92064641955676 37.51366509562062, 126.91951492271897 37.513659540159146, 126.91950794154612 37.514560858289364))"
다사462475,"POLYGON ((126.89112507626382 37.52613550782254, 126.89225675568036 37.52614133688024, 126.89226406762629 37.525240024978764, 126.89113240182326 37.5252341961097, 126.89112507626382 37.52613550782254))"
다사462474,"POLYGON ((126.89113240182326 37.5252341961097, 126.89226406762629 37.525240024978764, 126.89227137924651 37.524338712938196, 126.8911397270564 37.52433288425774, 126.89113240182326 37.5252341961097))"
다사461474,"POLYGON ((126.89000073634652 37.52522835639794, 126.89113240182326 37.5252341961097, 126.8911397270564 37.52433288425774, 126.89000807519258 37.52432704473496, 126.89000073634652 37.52522835639794))"
다사469435,"POLYGON ((126.89933579852017 37.49012345401241, 126.90046693613094 37.49012919972539, 126.90047413993551 37.489227880951, 126.89934301591414 37.489222135424, 126.89933579852017 37.49012345401241))"
다사469434,"POLYGON ((126.89934301591414 37.489222135424, 126.90047413993551 37.489227880951, 126.90048134341923 37.488326562037564, 126.89935023298666 37.48832081669656, 126.89934301591414 37.489222135424))"
다사472476,"POLYGON ((126.90243469526989 37.5270946239061, 126.90356639153056 37.527100344718164, 126.90357356765993 37.526199031088815, 126.90244188501356 37.526193310461885, 126.90243469526989 37.5270946239061))"
다사472477,"POLYGON ((126.90242750520596 37.527995937211244, 126.90355921508151 37.52800165820843, 126.90356639153056 37.527100344718164, 126.90243469526989 37.5270946239061, 126.90242750520596 37.527995937211244))"
다사467441,"POLYGON ((126.89703005005039 37.49551983647137, 126.89816126856662 37.495525604962715, 126.89816850148264 37.49462428739495, 126.89703729655943 37.494618519090324, 126.89703005005039 37.49551983647137))"
다사468442,"POLYGON ((126.89815403532843 37.49642692239144, 126.89928526776046 37.496432680238016, 126.899292487405 37.49553136262292, 126.89816126856662 37.495525604962715, 126.89815403532843 37.49642692239144))"
다사466442,"POLYGON ((126.89589157143152 37.49641537420379, 126.89702280321858 37.496421153713364, 126.89703005005039 37.49551983647137, 126.89589883185694 37.49551405714887, 126.89589157143152 37.49641537420379))"
다사468441,"POLYGON ((126.89816126856662 37.495525604962715, 126.899292487405 37.49553136262292, 126.899299706728 37.49463004486878, 126.89816850148264 37.49462428739495, 126.89816126856662 37.495525604962715))"
다사463478,"POLYGON ((126.89223481788831 37.52884527174993, 126.89336653847488 37.52885109052944, 126.89337383778258 37.52794977885704, 126.89224213081138 37.52794396026583, 126.89223481788831 37.52884527174993))"
다사463477,"POLYGON ((126.89224213081138 37.52794396026583, 126.89337383778258 37.52794977885704, 126.89338113676519 37.527048467045525, 126.89224944340874 37.52704264864258, 126.89224213081138 37.52794396026583))"
다사464478,"POLYGON ((126.89336653847488 37.52885109052944, 126.89449825938657 37.528856898464866, 126.8945055450789 37.52795558660454, 126.89337383778258 37.52794977885704, 126.89336653847488 37.52885109052944))"
다사464479,"POLYGON ((126.893359238842 37.52975240206274, 126.89449097336968 37.5297582101861, 126.89449825938657 37.528856898464866, 126.89336653847488 37.52885109052944, 126.893359238842 37.52975240206274))"
다사462477,"POLYGON ((126.89111042416593 37.52793813083087, 126.89224213081138 37.52794396026583, 126.89224944340874 37.52704264864258, 126.89111775037804 37.527036819396265, 126.89111042416593 37.52793813083087))"
다사463490,"POLYGON ((126.89214703739802 37.53966099870776, 126.89327892141631 37.53966681974705, 126.8932862246268 37.538765509744096, 126.89215435423117 37.53875968889314, 126.89214703739802 37.53966099870776))"
다사476439,"POLYGON ((126.90722527626887 37.49376872473426, 126.90835647047707 37.49377439537774, 126.90836358042192 37.49287307586725, 126.90723239980566 37.49286740540733, 126.90722527626887 37.49376872473426))"
다사492466,"POLYGON ((126.92513784121313 37.51819380282156, 126.92626940763317 37.51819930498141, 126.92627630839903 37.517297986333546, 126.92514475558751 37.51729248435176, 126.92513784121313 37.51819380282156))"
