gid,geometry
다사471491,"POLYGON ((126.90119491044712 37.540608574441436, 126.90232681067447 37.54061430887955, 126.90233400522371 37.5397129975216, 126.90120211861974 37.53970726326902, 126.90119491044712 37.540608574441436))"
다사470490,"POLYGON ((126.90007023233686 37.539701518168066, 126.90120211861974 37.53970726326902, 126.90120932647129 37.5388059519575, 126.90007745381115 37.538800207042435, 126.90007023233686 37.539701518168066))"
다사470491,"POLYGON ((126.90006301054088 37.540602829154594, 126.90119491044712 37.540608574441436, 126.90120211861974 37.53970726326902, 126.90007023233686 37.539701518168066, 126.90006301054088 37.540602829154594))"
다사487476,"POLYGON ((126.9194101724682 37.52717929751733, 126.92054187346008 37.527184855676204, 126.92054884537326 37.526283539312175, 126.9194171579959 37.526277981333145, 126.9194101724682 37.52717929751733))"
다사495478,"POLYGON ((126.92845003492386 37.529026093975986, 126.92958176561439 37.52903156573975, 126.92958862922235 37.52813024822745, 126.92845691214768 37.52812477664072, 126.92845003492386 37.529026093975986))"
다사496479,"POLYGON ((126.92957490170068 37.52993288311309, 126.93070664631338 37.52993834420919, 126.93071349661065 37.52903702665914, 126.92958176561439 37.52903156573975, 126.92957490170068 37.52993288311309))"
다사458492,"POLYGON ((126.88647285132845 37.54143434810485, 126.88760476095794 37.54144022376574, 126.8876121329383 37.5405389149863, 126.88648023693257 37.54053303951551, 126.88647285132845 37.54143434810485))"
다사505465,"POLYGON ((126.93985496593906 37.51736316460761, 126.94098652269915 37.51736852567122, 126.94099324625337 37.51646720460158, 126.93986170310139 37.516461843711475, 126.93985496593906 37.51736316460761))"
다사504464,"POLYGON ((126.93873016024946 37.516456471981805, 126.93986170310139 37.516461843711475, 126.93986843996362 37.51556052267642, 126.9387369107192 37.51555515112058, 126.93873016024946 37.516456471981805))"
다사504465,"POLYGON ((126.93872340947907 37.51735779270409, 126.93985496593906 37.51736316460761, 126.93986170310139 37.516461843711475, 126.93873016024946 37.516456471981805, 126.93872340947907 37.51735779270409))"
다사480485,"POLYGON ((126.9114245326161 37.535251914765766, 126.91255635397408 37.53525755047073, 126.91256342402237 37.53435623662444, 126.91143161628428 37.53435060110183, 126.9114245326161 37.535251914765766))"
다사459479,"POLYGON ((126.88770057109308 37.529723198779465, 126.8888323039889 37.52972906112495, 126.88883965808557 37.52882775034693, 126.88770793880569 37.52882188819114, 126.88770057109308 37.529723198779465))"
다사460480,"POLYGON ((126.88882494956462 37.53063037176384, 126.88995669640458 37.53063622345427, 126.88996403721232 37.52973491262603, 126.8888323039889 37.52972906112495, 126.88882494956462 37.53063037176384))"
다사468491,"POLYGON ((126.8977992116941 37.54059130603478, 126.89893111095634 37.540597073019036, 126.89893834637566 37.53969576221875, 126.89780646073677 37.53968999542108, 126.8977992116941 37.54059130603478))"
다사501464,"POLYGON ((126.93533553350034 37.51644029175547, 126.93646707544835 37.51644569600379, 126.936473853133 37.51554437549132, 126.93534232479242 37.515538971417904, 126.93533553350034 37.51644029175547))"
다사492475,"POLYGON ((126.9250755979822 37.52630566279549, 126.92620728690626 37.52631116655808, 126.92621419043913 37.525409849161036, 126.92508251512906 37.52540434557654, 126.9250755979822 37.52630566279549))"
다사492474,"POLYGON ((126.92508251512906 37.52540434557654, 126.92621419043913 37.525409849161036, 126.9262210936645 37.52450853162502, 126.9250894319678 37.52450302821862, 126.92508251512906 37.52540434557654))"
다사493476,"POLYGON ((126.92620038306589 37.52721248381613, 126.92733208591207 37.52721797691314, 126.92733897613786 37.52631665947734, 126.92620728690626 37.52631116655808, 126.92620038306589 37.52721248381613))"
다사496480,"POLYGON ((126.9295680374812 37.530834200347435, 126.93069979571098 37.53083966162026, 126.93070664631338 37.52993834420919, 126.92957490170068 37.52993288311309, 126.9295680374812 37.530834200347435))"
다사497478,"POLYGON ((126.93071349661065 37.52903702665914, 126.93184522791202 37.529042476734126, 126.93185206428826 37.528141158868756, 126.93072034660274 37.52813570897012, 126.93071349661065 37.52903702665914))"
다사497480,"POLYGON ((126.93069979571098 37.53083966162026, 126.93183155424593 37.53084511204796, 126.93183839123127 37.529943794460536, 126.93070664631338 37.52993834420919, 126.93069979571098 37.53083966162026))"
다사482482,"POLYGON ((126.91370934398928 37.532559232827, 126.91484112511864 37.53256484629359, 126.91484816698608 37.53166353166655, 126.91371639947478 37.53165791838158, 126.91370934398928 37.532559232827))"
다사461498,"POLYGON ((126.8898245059338 37.54685979457012, 126.8909564983024 37.546865638818495, 126.890963831371 37.545964330305715, 126.88983185262985 37.54595848624641, 126.8898245059338 37.54685979457012))"
다사460499,"POLYGON ((126.88868515324107 37.54775524746578, 126.88981715891047 37.54776110275468, 126.8898245059338 37.54685979457012, 126.8886925138925 37.54685393947066, 126.88868515324107 37.54775524746578))"
다사465466,"POLYGON ((126.8945856662792 37.51804114695988, 126.89571722417067 37.51804694180047, 126.89572449236155 37.51714562808337, 126.8945929480782 37.517139833430306, 126.8945856662792 37.51804114695988))"
다사482479,"POLYGON ((126.91373050950297 37.529855289073645, 126.9148622497799 37.52986090199534, 126.91486929070635 37.52895958695118, 126.91373756404569 37.52895397421112, 126.91373050950297 37.529855289073645))"
다사482484,"POLYGON ((126.91369523207541 37.534361861300695, 126.91482704044273 37.53436747513058, 126.91483408293755 37.53346616078161, 126.9137022881895 37.53346054713337, 126.91369523207541 37.534361861300695))"
다사484470,"POLYGON ((126.9160572248946 37.52175466203874, 126.91718884327341 37.52176025164303, 126.91719585415612 37.52085893498552, 126.91606424938813 37.52085334556213, 126.9160572248946 37.52175466203874))"
다사483469,"POLYGON ((126.91493264493302 37.52084774529759, 126.91606424938813 37.52085334556213, 126.91607127356878 37.51995202894649, 126.91493968272388 37.51994642886318, 126.91493264493302 37.52084774529759))"
다사485469,"POLYGON ((126.91719585415612 37.52085893498552, 126.9183274592364 37.5208645135678, 126.91833445619655 37.51996319659075, 126.91720286472653 37.51995761818902, 126.91719585415612 37.52085893498552))"
다사485479,"POLYGON ((126.9171257312741 37.529872095304846, 126.91825747249015 37.529877675692646, 126.91826447256773 37.52897636010572, 126.91713274496799 37.52897077989849, 126.9171257312741 37.529872095304846))"
다사461479,"POLYGON ((126.88996403721232 37.52973491262603, 126.89109577076269 37.5297407532827, 126.89110309762751 37.52883944212634, 126.88997137769306 37.52883360165867, 126.88996403721232 37.52973491262603))"
다사493461,"POLYGON ((126.92630390838886 37.51369271035244, 126.92743540707966 37.51369820078363, 126.92744229270328 37.512796881263235, 126.92631080761801 37.512791391009735, 126.92630390838886 37.51369271035244))"
다사467495,"POLYGON ((126.89663825885546 37.54419076851765, 126.89777021229409 37.544196547098416, 126.89777746262853 37.54329523704118, 126.89664552281565 37.543289458647365, 126.89663825885546 37.54419076851765))"
다사482473,"POLYGON ((126.91377283204605 37.52444739781299, 126.91490449063453 37.52445300964499, 126.91491152967944 37.52355169376668, 126.9137798847036 37.52354608211626, 126.91377283204605 37.52444739781299))"
다사504473,"POLYGON ((126.93866939248915 37.52456835348093, 126.93980105783568 37.52457372677537, 126.9398077973992 37.52367240699065, 126.93867614566558 37.52366703387008, 126.93866939248915 37.52456835348093))"
다사494472,"POLYGON ((126.92735964497378 37.52361270633606, 126.92849129367207 37.52361818787982, 126.92849816905809 37.5227168697107, 126.92736653397202 37.52271138834432, 126.92735964497378 37.52361270633606))"
다사493471,"POLYGON ((126.92623489919276 37.52270589613601, 126.92736653397202 37.52271138834432, 126.9273734226634 37.521810070213625, 126.92624180149572 37.52180457818306, 126.92623489919276 37.52270589613601))"
다사498479,"POLYGON ((126.93183839123127 37.529943794460536, 126.93297013645366 37.52994923386711, 126.93297695951796 37.529047915964696, 126.93184522791202 37.529042476734126, 126.93183839123127 37.529943794460536))"
다사487466,"POLYGON ((126.91948001374493 37.51816612942026, 126.92061157861895 37.51817168578076, 126.9206185474273 37.51727036802671, 126.91948699616174 37.51726481184602, 126.91948001374493 37.51816612942026))"
다사488473,"POLYGON ((126.92056278826801 37.5244809061671, 126.92169444872869 37.52448645294386, 126.92170140609755 37.5235851359833, 126.92056975924957 37.523579589386046, 126.92056278826801 37.5244809061671))"
다사489472,"POLYGON ((126.92170140609755 37.5235851359833, 126.92283305325543 37.52359067173834, 126.92283999670228 37.522689354459665, 126.92170836315653 37.522683818883756, 126.92170140609755 37.5235851359833))"
다사473488,"POLYGON ((126.90348025304026 37.537916097422254, 126.90461211303959 37.537921809608406, 126.90461927938429 37.53702049746318, 126.90348743300656 37.537014785461864, 126.90348025304026 37.537916097422254))"
다사472489,"POLYGON ((126.90234119945247 37.538811686024545, 126.90347307275414 37.538817409243556, 126.90348025304026 37.537916097422254, 126.9023483933608 37.537910374388424, 126.90234119945247 37.538811686024545))"
다사459499,"POLYGON ((126.88755314789957 37.54774938132546, 126.88868515324107 37.54775524746578, 126.8886925138925 37.54685393947066, 126.88756052217903 37.546848073520124, 126.88755314789957 37.54774938132546))"
다사459500,"POLYGON ((126.88754577329162 37.54865068899164, 126.88867779226177 37.54865655532175, 126.88868515324107 37.54775524746578, 126.88755314789957 37.54774938132546, 126.88754577329162 37.54865068899164))"
다사459498,"POLYGON ((126.88756052217903 37.546848073520124, 126.8886925138925 37.54685393947066, 126.88869987421597 37.545952631336384, 126.88756789612998 37.545946765575614, 126.88756052217903 37.546848073520124))"
다사461486,"POLYGON ((126.8899126446907 37.53604408550193, 126.89104447356968 37.536049927481656, 126.89105180271943 37.5351486172992, 126.88991998746063 37.53514277550848, 126.8899126446907 37.53604408550193))"
다사481476,"POLYGON ((126.91261997307265 37.52714572084856, 126.91375167218841 37.52715134406896, 126.91375872578847 37.526250028789335, 126.91262704028715 37.526244405750894, 126.91261997307265 37.52714572084856))"
다사507466,"POLYGON ((126.94211136951375 37.518275196998765, 126.943242940481 37.518280536555324, 126.94324963711723 37.51737921527865, 126.94211807975874 37.517373875894904, 126.94211136951375 37.518275196998765))"
다사496465,"POLYGON ((126.92967096867542 37.51731442724006, 126.93080252271277 37.517319885862584, 126.93080936873945 37.516418566367044, 126.92967782831003 37.51641310792118, 126.92967096867542 37.51731442724006))"
다사501477,"POLYGON ((126.93524721916948 37.52815744350022, 126.93637893806941 37.52816285002255, 126.93638571967993 37.527261531316306, 126.93525401439533 37.527256124968936, 126.93524721916948 37.52815744350022))"
다사500476,"POLYGON ((126.9341223094134 37.527250707777824, 126.93525401439533 37.527256124968936, 126.93526080931848 37.52635480629869, 126.93412911795126 37.52634938928288, 126.9341223094134 37.527250707777824))"
다사464496,"POLYGON ((126.89323509532075 37.54507467684303, 126.8943670614131 37.54508048816204, 126.89437435294955 37.54417917880587, 126.8932424004835 37.544173367674865, 126.89323509532075 37.54507467684303))"
다사456499,"POLYGON ((126.88415713384855 37.547731717796026, 126.88528913820272 37.547737616490565, 126.88529653973822 37.54683630906585, 126.88416454901206 37.54683041056215, 126.88415713384855 37.547731717796026))"
다사457501,"POLYGON ((126.88527433414255 37.549540230922496, 126.88640636608429 37.549546119146626, 126.88641375465002 37.54864481180977, 126.8852817363375 37.548638923776124, 126.88527433414255 37.549540230922496))"
